scenario_id,carrier,num_turbines,turbine_capacity_MW,farm_capacity_MW,farm_area_km2,orientation_deg_from_north,assumptions_layout_orientation_deg_from_north,squareness,farm_AEP_MWh,farm_AEP_GWh,farm_AEP_no_wake_MWh,farm_AEP_no_wake_GWh,wake_loss_frac,wake_loss_pct,farm_cf,farm_cf_pct,turbine_net_yield_MWh,turbine_no_wake_yield_MWh,Lx_m,Ly_m,nx,ny,spacing_x_m,spacing_y_m,spacing_x_D,spacing_y_D,min_spacing_D,rank_AEP,rank_CF,rank_wake_loss
electricity_nt49_tc15_A30_0ae18d99,electricity,49,15.0,735.0,30.0,75.0,30.0,1.0,3903058.021880235,3903.058021880235,4284437.76236988,4284.43776236988,0.08901511975253673,8.901511975253673,0.6061966921194414,60.619669211944135,79654.24534449459,87437.50535448735,5477.2255750516615,5477.2255750516615,7,7,912.870929175277,912.870929175277,3.86809715752236,3.86809715752236,3.86809715752236,12.0,336.0,336.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,15.0,30.0,0.75,3897471.269377029,3897.471269377029,4284437.76236988,4284.43776236988,0.09031908372939135,9.031908372939135,0.6053289953370343,60.532899533703436,79540.22998728631,87437.50535448735,4330.127018922193,5773.502691896258,7,7,721.6878364870322,962.2504486493763,3.0579993071484415,4.077332409531255,3.0579993071484415,13.0,342.0,342.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,75.0,30.0,0.75,3896975.3803849607,3896.9753803849608,4284437.76236988,4284.43776236988,0.09043482563523109,9.043482563523108,0.6052519771976766,60.52519771976767,79530.10980377471,87437.50535448735,4330.127018922193,5773.502691896258,7,7,721.6878364870322,962.2504486493763,3.0579993071484415,4.077332409531255,3.0579993071484415,14.0,344.0,344.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,45.0,30.0,0.75,3896599.7056621835,3896.5997056621836,4284437.76236988,4284.43776236988,0.09052250918756943,9.052250918756943,0.6051936299292057,60.51936299292057,79522.44297269762,87437.50535448735,4330.127018922193,5773.502691896258,7,7,721.6878364870322,962.2504486493763,3.0579993071484415,4.077332409531255,3.0579993071484415,15.0,345.0,345.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,45.0,30.0,0.5,3893410.9591283835,3893.4109591283836,4284437.76236988,4284.43776236988,0.09126677172810782,9.126677172810782,0.6046983752878551,60.46983752878551,79457.36651282416,87437.50535448735,3535.5339059327375,7071.067811865475,5,10,883.8834764831844,785.6742013183862,3.7452689681490865,3.329127971688077,3.329127971688077,16.0,348.0,348.0
electricity_nt49_tc15_A30_0ae18d99,electricity,49,15.0,735.0,30.0,15.0,30.0,1.5,3890286.3177968827,3890.2863177968825,4284437.76236988,4284.43776236988,0.09199607193149606,9.199607193149607,0.6042130770348962,60.421307703489624,79393.59832238535,87437.50535448735,6708.203932499369,4472.13595499958,9,6,838.5254915624212,894.4271909999159,3.55307411678992,3.7899457245759147,3.55307411678992,17.0,358.0,358.0
electricity_nt49_tc15_A30_0ae18d99,electricity,49,15.0,735.0,30.0,45.0,30.0,1.5,3886114.0884087738,3886.1140884087736,4284437.76236988,4284.43776236988,0.09296988217674074,9.296988217674073,0.6035650744585428,60.35650744585428,79308.45078385253,87437.50535448735,6708.203932499369,4472.13595499958,9,6,838.5254915624212,894.4271909999159,3.55307411678992,3.7899457245759147,3.55307411678992,18.0,363.0,363.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,15.0,30.0,0.5,3885909.279022481,3885.909279022481,4284437.76236988,4284.43776236988,0.09301768527195475,9.301768527195476,0.6035332648436742,60.35332648436742,79304.27100045879,87437.50535448735,3535.5339059327375,7071.067811865475,5,10,883.8834764831844,785.6742013183862,3.7452689681490865,3.329127971688077,3.329127971688077,19.0,364.0,364.0
electricity_nt49_tc15_A30_0ae18d99,electricity,49,15.0,735.0,30.0,75.0,30.0,1.5,3882667.7147131297,3882.6677147131295,4284437.76236988,4284.43776236988,0.09377427563202989,9.377427563202989,0.6030298069010546,60.30298069010546,79238.11662679857,87437.50535448735,6708.203932499369,4472.13595499958,9,6,838.5254915624212,894.4271909999159,3.55307411678992,3.7899457245759147,3.55307411678992,20.0,367.0,367.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,75.0,30.0,0.5,3880766.543069132,3880.7665430691322,4284437.76236988,4284.43776236988,0.09421801451900724,9.421801451900723,0.6027345297221651,60.27345297221651,79199.3172054925,87437.50535448735,3535.5339059327375,7071.067811865475,5,10,883.8834764831844,785.6742013183862,3.7452689681490865,3.329127971688077,3.329127971688077,21.0,368.0,368.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,15.0,30.0,2.0,3874038.2196963853,3874.038219696385,4284437.76236988,4284.43776236988,0.09578842439445034,9.578842439445035,0.6016895318386583,60.168953183865824,79062.0044835997,87437.50535448735,7071.067811865475,3535.5339059327375,10,5,785.6742013183862,883.8834764831844,3.329127971688077,3.7452689681490865,3.329127971688077,22.0,376.0,376.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,45.0,30.0,2.0,3869262.3008742332,3869.2623008742335,4284437.76236988,4284.43776236988,0.09690313747631574,9.690313747631574,0.6009477682841352,60.09477682841352,78964.53675253538,87437.50535448735,7071.067811865475,3535.5339059327375,10,5,785.6742013183862,883.8834764831844,3.329127971688077,3.7452689681490865,3.329127971688077,23.0,380.0,380.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,75.0,30.0,2.0,3868538.2625647844,3868.5382625647844,4284437.76236988,4284.43776236988,0.09707213008388915,9.707213008388916,0.6008353155289635,60.08353155289635,78949.7604605058,87437.50535448735,7071.067811865475,3535.5339059327375,10,5,785.6742013183862,883.8834764831844,3.329127971688077,3.7452689681490865,3.329127971688077,24.0,382.0,382.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,45.0,30.0,1.0,3862563.238154453,3862.5632381544533,4284437.76236988,4284.43776236988,0.0984667178318569,9.84667178318569,0.5999073149682311,59.990731496823116,78827.82118682557,87437.50535448735,5000.0,5000.0,7,7,833.3333333333334,833.3333333333334,3.531073446327684,3.531073446327684,3.531073446327684,25.0,388.0,388.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,15.0,30.0,1.0,3860160.272070719,3860.1602720707187,4284437.76236988,4284.43776236988,0.09902757697301179,9.90275769730118,0.5995341024556144,59.95341024556144,78778.78106266774,87437.50535448735,5000.0,5000.0,7,7,833.3333333333334,833.3333333333334,3.531073446327684,3.531073446327684,3.531073446327684,26.0,390.0,390.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,75.0,30.0,1.0,3856693.1827017954,3856.693182701795,4284437.76236988,4284.43776236988,0.09983680552555951,9.98368055255595,0.5989956174792339,59.89956174792339,78708.02413677133,87437.50535448735,5000.0,5000.0,7,7,833.3333333333334,833.3333333333334,3.531073446327684,3.531073446327684,3.531073446327684,27.0,395.0,395.0
electricity_nt49_tc15_A30_0ae18d99,electricity,49,15.0,735.0,30.0,60.0,30.0,0.5,3842832.2620092956,3842.832262009296,4284437.76236988,4284.43776236988,0.10307198396933104,10.307198396933103,0.5968428326048048,59.68428326048048,78425.14820427133,87437.50535448735,3872.983346207417,7745.966692414834,5,10,968.2458365518543,860.6629658238704,4.102736595558705,3.6468769738299596,3.6468769738299596,28.0,406.0,406.0
electricity_nt49_tc15_A25_52121bac,electricity,49,15.0,735.0,25.0,15.0,30.0,1.5,3839265.4016706953,3839.265401670695,4284437.76236988,4284.43776236988,0.10390449935091228,10.390449935091228,0.596288851873186,59.6288851873186,78352.35513613664,87437.50535448735,6123.724356957945,4082.48290463863,9,6,765.4655446197431,816.496580927726,3.2434980704226404,3.459731275117483,3.2434980704226404,29.0,412.0,412.0
electricity_nt49_tc15_A30_0ae18d99,electricity,49,15.0,735.0,30.0,0.0,30.0,2.0,3837644.5744875288,3837.6445744875286,4284437.76236988,4284.43776236988,0.10428280504072818,10.428280504072818,0.5960371159083541,59.60371159083541,78319.27703035773,87437.50535448735,7745.966692414834,3872.983346207417,10,5,860.6629658238704,968.2458365518543,3.6468769738299596,4.102736595558705,3.6468769738299596,30.0,414.0,414.0
