scenario_id,carrier,num_turbines,turbine_capacity_MW,farm_area_km2,farm_capacity_MW,stack_overplant_factor,compressor_outlet_pressure_bar,export_pipeline_diameter_inch,wake_loss_frac,farm_cf,infield_horizontal_cable_length_m,infield_horizontal_pipeline_length_m,num_export_pipelines,yield_el_MWh_year,yield_h2_MWh_year,yield_h2_kg_year,stack_sp_expected,stack_eff1,stack_eff2,total_LCOE,total_capex_EUR,total_annual_capex_EUR_per_year,total_annual_opex_EUR_per_year,total_annual_cost_EUR_per_year,turbine_LCOE,hydrogen_LCOE,infra_LCOE
hydrogen_central_nt175_tc15_A200_736265fc,hydrogen_central,175,15.0,200,2625.0,1.8,150,8.0,0.1285518050845479,0.5798877945896361,207417.98914805395,,3,,10192921.682054108,258441219.11901897,0.31315370232588136,,,71.78176647049801,7511729719.2751465,621531387.2050294,110134536.62825441,731665923.8332838,38.440465385317154,10.363098579991519,22.97820250518934
hydrogen_central_nt175_tc15_A200_4de9ed92,hydrogen_central,175,15.0,200,2625.0,1.9,150,8.0,0.1285518050845479,0.5798877945896361,207417.98914805395,,3,,10239027.730983736,259610236.58680874,0.2965010095521411,,,71.7791814721985,7540850382.991013,623940873.061424,111008156.53973038,734949029.6011544,38.26736906948533,10.637080085988428,22.87473231672474
hydrogen_central_nt175_tc15_A200_2744f4cf,hydrogen_central,175,15.0,200,2625.0,2.0,150,8.0,0.1285518050845479,0.5798877945896361,207417.98914805395,,3,,10283440.122064522,260736311.41137227,0.281551801335543,,,71.78833187307045,7569961085.069538,626349534.6775297,111881477.60208616,738231012.2796159,38.102098951648,10.910292598958343,22.7759403224641
hydrogen_central_nt200_tc15_A200_8a08c81c,hydrogen_central,200,15.0,200,3000.0,1.0,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,10799215.732300417,273813786.3159335,0.5575574985161766,,,74.23997544142719,8269441770.751499,684225578.8301122,117507931.92254493,801733510.7526572,41.46551408991307,8.302906259765379,24.471555091748737
hydrogen_central_nt200_tc15_A200_be07c682,hydrogen_central,200,15.0,200,3000.0,1.1,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,10935508.610387066,277269488.09297836,0.5067409069956175,,,73.66131335098078,8303062198.259533,687007381.654284,118516544.74778599,805523926.40207,40.948715607281116,8.546039775865433,24.166557967834226
hydrogen_central_nt200_tc15_A200_800684b7,hydrogen_central,200,15.0,200,3000.0,1.2,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11051286.891799824,280205042.8955331,0.46453139627222273,,,73.23189067911419,8336614252.264578,689783527.1558751,119523106.36793733,809306633.5238124,40.51971833614986,8.798794170078127,23.913378172886205
hydrogen_central_nt200_tc15_A200_895b2e63,hydrogen_central,200,15.0,200,3000.0,1.3,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11149343.12580534,282691255.72528756,0.42873262808211765,,,72.92628172541606,8370084678.793835,692552918.6819962,120527219.16381505,813080137.8458112,40.163355549735016,9.059861362023678,23.703064813657377
hydrogen_central_nt200_tc15_A200_df838ae0,hydrogen_central,200,15.0,200,3000.0,1.4,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11235818.095836248,284883825.95933694,0.39798218970987864,,,72.70027017151949,8403496289.309658,695317443.6860532,121529567.47928974,816847011.1653429,39.85424365971687,9.325389163766218,23.520637348036406
hydrogen_central_nt200_tc15_A200_ee7af337,hydrogen_central,200,15.0,200,3000.0,1.5,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11310068.770639725,286766449.5598308,0.3712161326919834,,,72.55559882169926,8436862910.900471,698078246.2413511,122530566.12701413,820608812.3683653,39.59260029171207,9.596774318627137,23.366224211360066
hydrogen_central_nt200_tc15_A200_2e5a1a4c,hydrogen_central,200,15.0,200,3000.0,1.6,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11377676.787859585,288480648.77940124,0.34780723949008474,,,72.45477302915631,8470197385.414814,700836388.9010221,123530600.3624444,824366989.2634665,39.35733458218186,9.870060163328764,23.227378283645688
hydrogen_central_nt200_tc15_A200_f60d1cea,hydrogen_central,200,15.0,200,3000.0,1.7,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11440320.264850168,290068972.2325094,0.32717954522496495,,,72.38630460941242,8503508278.203377,703592580.3745768,124529927.14610127,828122507.520678,39.14182660458751,10.144285298451363,23.100192706373548
hydrogen_central_nt200_tc15_A200_05d8a358,hydrogen_central,200,15.0,200,3000.0,1.8,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11496711.327768784,291498765.9170584,0.3088187123988263,,,72.35772992367706,8536800610.712902,706347236.1437852,125528697.12138703,831875933.2651722,38.949836987393454,10.421006060003473,22.986886876280128
hydrogen_central_nt200_tc15_A200_d28c312c,hydrogen_central,200,15.0,200,3000.0,1.9,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11546616.185089495,292764102.0560217,0.29235678524947967,,,72.36989950466369,8570076036.611189,709100493.0355144,126526959.89833564,835627452.93385,38.781494502776106,10.700868211504426,22.887536790383148
hydrogen_central_nt200_tc15_A200_b8ebba51,hydrogen_central,200,15.0,200,3000.0,2.0,150,8.0,0.14055492220723298,0.5719005600562623,235702.26039551586,,3,,11597063.293123536,294043186.94532293,0.27763475364394935,,,72.37847033689735,8603340188.518433,711852817.10091,127524884.45555294,839377701.5564629,38.61279539391954,10.977698706151525,22.78797623682627
hydrogen_central_nt225_tc15_A200_7d4bc20d,hydrogen_central,225,15.0,200,3375.0,1.0,150,8.0,0.14836960105665986,0.5667004381099886,268700.5768508881,,3,,12047401.325204724,305461494.04677296,0.5524963617712213,,,74.566232927179,9262455358.552866,766388960.0758345,131940373.30658597,898329333.3824205,41.81560799068154,8.301802629340294,24.44882230715717
