scenario_id,carrier,num_turbines,turbine_capacity_MW,farm_area_km2,farm_capacity_MW,stack_overplant_factor,compressor_outlet_pressure_bar,wake_loss_frac,farm_cf,infield_horizontal_cable_length_m,infield_horizontal_pipeline_length_m,num_export_pipelines,yield_el_MWh_year,yield_h2_MWh_year,yield_h2_kg_year,stack_sp_expected,stack_eff1,stack_eff2,total_LCOE,total_capex_EUR,total_annual_capex_EUR_per_year,total_annual_opex_EUR_per_year,total_annual_cost_EUR_per_year,turbine_LCOE,hydrogen_LCOE,infra_LCOE
hydrogen_decentral_nt100_tc15_A200_83d6bc0f,hydrogen_decentral,100,15.0,200,1500.0,1.0,150.0,0.08639459662359783,0.6079404668920301,,169705.62748477142,2.0,,6258068.600695281,158673138.9628621,0.6076584749629644,0.8015396880835253,0.8011925286802448,54.37002514773065,3603363046.5053687,298147472.8984173,42103874.29760872,340251347.196026,35.777414780812975,11.136590634709226,7.4560197322084445
hydrogen_decentral_nt100_tc15_A200_d3ee1a6a,hydrogen_decentral,100,15.0,200,1500.0,1.2,150.0,0.08639459662359783,0.6079404668920301,,169705.62748477142,2.0,,6485657.839922473,164443657.19884568,0.5115609619270023,0.8312215760545393,0.8307320300124899,53.08121955648839,3638977992.7066445,301094305.085538,43172322.68364699,344266627.769185,34.52194389220713,11.364896293066097,7.19437937121516
hydrogen_decentral_nt100_tc15_A200_168c8934,hydrogen_decentral,100,15.0,200,1500.0,1.4,150.0,0.08639459662359783,0.6079404668920301,,169705.62748477142,2.0,,6569271.838598565,166563687.5912415,0.43848082450885906,0.8421368804827155,0.8414738605857304,52.9965940286394,3673414351.5136747,303943619.2461238,44205413.4478579,348149032.6939817,34.08254697854327,11.811238075418009,7.102808974678117
hydrogen_decentral_nt100_tc15_A200_2ba03101,hydrogen_decentral,100,15.0,200,1500.0,1.6,150.0,0.08639459662359783,0.6079404668920301,,169705.62748477142,2.0,,6643047.801305027,168434274.88095912,0.3836707214452516,0.8517696759174067,0.8508250151301266,52.990670075802925,3707745307.3625097,306784212.21341974,45235342.12332295,352019554.3367427,33.70403506804095,12.262707983914327,7.023927023847652
hydrogen_decentral_nt100_tc15_A200_70051dc6,hydrogen_decentral,100,15.0,200,1500.0,1.8,150.0,0.08639459662359783,0.6079404668920301,,169705.62748477142,2.0,,6705557.100637812,170019196.26363623,0.34104064128466816,0.8599365636083692,0.8588946757701396,53.07267688403502,3742003435.9582133,309618779.3484032,46263085.98119406,355881865.3295973,33.38984557040913,12.724381438095051,6.958449875530838
hydrogen_decentral_nt100_tc15_A200_171e8cf2,hydrogen_decentral,100,15.0,200,1500.0,2.0,150.0,0.08639459662359783,0.6079404668920301,,169705.62748477142,2.0,,6761183.883816399,171429611.65863082,0.3069365771562013,0.8672068995043626,0.8658617740847263,53.20634933258377,3776205997.6045637,312448748.7935862,47289162.83058457,359737911.6241708,33.11513484935369,13.190014371814033,6.901200111416046
hydrogen_decentral_nt125_tc15_A200_5850de1e,hydrogen_decentral,125,15.0,200,1875.0,1.0,150.0,0.10352008261059809,0.5965446543145069,,197989.89873223333,2.0,,7684050.182889591,194828858.5925353,0.5962523116334763,0.8027737528088968,0.8021910465010575,54.45407465676743,4422374511.63108,365913666.7152959,52514175.61012132,418427842.3254172,36.42244498747862,11.337371976867844,6.694257692420959
hydrogen_decentral_nt125_tc15_A200_d04232fe,hydrogen_decentral,125,15.0,200,1875.0,1.2,150.0,0.10352008261059809,0.5965446543145069,,197989.89873223333,2.0,,7961133.470204797,201854296.91188633,0.5017385143355896,0.8322501998695766,0.8318981276897731,53.189278213542245,4466893194.382674,369597206.9491968,53849736.09266916,423446943.04186594,35.15477992107091,11.573230906580607,6.461267385890728
hydrogen_decentral_nt125_tc15_A200_06da0693,hydrogen_decentral,125,15.0,200,1875.0,1.4,150.0,0.10352008261059809,0.5965446543145069,,197989.89873223333,2.0,,8063296.937249633,204444648.51038623,0.43006158371621966,0.8431294611422064,0.8426029981537239,53.117223950821504,4509938642.891462,373158849.64992905,55141099.54793279,428299949.19786185,34.709362342146946,12.028459678413626,6.379401930260927
hydrogen_decentral_nt125_tc15_A200_b03e3edb,hydrogen_decentral,125,15.0,200,1875.0,1.6,150.0,0.10352008261059809,0.5965446543145069,,197989.89873223333,2.0,,8153783.841186193,206738941.2065465,0.37630388575169216,0.8527656683763377,0.8516832247349821,53.121116488697744,4552852337.702506,376709590.85904896,56428510.39226411,433138101.2513131,34.32417396861064,12.488336227885702,6.308606292201401
hydrogen_decentral_nt125_tc15_A200_ec733efd,hydrogen_decentral,125,15.0,200,1875.0,1.8,150.0,0.10352008261059809,0.5965446543145069,,197989.89873223333,2.0,,8230104.913704331,208674059.67810172,0.3344923428903931,0.8608991761094538,0.85975000987605,53.215116281580286,4595674998.447135,380252799.77777827,57713190.21460299,437965989.9923813,34.0058721002807,12.959140132187919,6.250104049111674
hydrogen_decentral_nt125_tc15_A200_c87021ed,hydrogen_decentral,125,15.0,200,1875.0,2.0,150.0,0.10352008261059809,0.5965446543145069,,197989.89873223333,2.0,,8297970.825826904,210394797.81508377,0.30104310860135375,0.8681342048096812,0.8668233143722275,53.36076218567254,4638428200.505074,383790261.58425707,58995786.276341125,442786047.8605982,33.727751150466545,13.434024183425713,6.19898685178028
hydrogen_decentral_nt150_tc15_A200_15299924,hydrogen_decentral,150,15.0,200,2250.0,1.0,150.0,0.11633680565513049,0.5880160219717878,,212132.03435596428,3.0,,9096081.410595845,230630867.4086168,0.5877840203770596,0.803671309294013,0.8031975520702774,55.019884332895195,5285676680.25616,437344537.43283725,63120809.66074434,500465347.09358156,36.922083138961874,11.492896505195025,6.604904688738288
hydrogen_decentral_nt150_tc15_A200_f1e475f9,hydrogen_decentral,150,15.0,200,2250.0,1.2,150.0,0.11633680565513049,0.5880160219717878,,212132.03435596428,3.0,,9422797.619229335,238914746.9378635,0.4944037091078517,0.8330657593824787,0.8324781368146247,53.751368587150495,5339099099.558074,441764785.7135184,64723482.23980176,506488267.95332015,35.641885526164295,11.73358991483759,6.375893146148602
hydrogen_decentral_nt150_tc15_A200_f140b297,hydrogen_decentral,150,15.0,200,2250.0,1.4,150.0,0.11633680565513049,0.5880160219717878,,212132.03435596428,3.0,,9543089.109005574,241964734.00115553,0.42377460780673004,0.8438990456590548,0.8434026005667364,53.68407121516441,5390753637.768619,446038756.95439696,66273118.38611811,512311875.3405151,35.192616378679276,12.195930392382964,6.295524444102159
hydrogen_decentral_nt150_tc15_A200_725db6ed,hydrogen_decentral,150,15.0,200,2250.0,1.6,150.0,0.11633680565513049,0.5880160219717878,,212132.03435596428,3.0,,9650233.210882626,244681369.44428566,0.3708027818308888,0.8535480031920597,0.8525321313898919,53.68965148120692,5442250071.541871,450299646.4053409,67818011.39931569,518117657.8046566,34.8018816480051,12.662143006874084,6.225626826327732
hydrogen_decentral_nt150_tc15_A200_43203b17,hydrogen_decentral,150,15.0,200,2250.0,1.8,150.0,0.11633680565513049,0.5880160219717878,,212132.03435596428,3.0,,9739968.067359708,246956593.9999926,0.32960247273856785,0.8616354176561831,0.8603722795639653,53.789819501529365,5493637264.435427,454551497.10781616,69359627.18612234,523911124.2939385,34.48125001623603,13.14029969811365,6.168269787179673
hydrogen_decentral_nt150_tc15_A200_6cb694e7,hydrogen_decentral,150,15.0,200,2250.0,2.0,150.0,0.11633680565513049,0.5880160219717878,,212132.03435596428,3.0,,9819770.261052107,248979976.19300476,0.2966422254647111,0.86883030894108,0.8675520781187999,53.94170939382509,5544941106.904952,458796451.2755906,70898742.4602081,529695193.7357987,34.201031709758375,13.622535491241852,6.118142192824859
hydrogen_decentral_nt175_tc15_A200_0464052f,hydrogen_decentral,175,15.0,200,2625.0,1.0,150.0,0.1285518050845479,0.5798877945896361,,226274.16997969523,3.0,,10471753.114557324,265510981.60642302,0.57959867812632,0.804552481207535,0.8041779176470812,55.03671085918867,6076898848.881239,502811404.64333254,73519443.71136735,576330848.3546999,37.4169108847266,11.646923677729388,5.97287629673268
hydrogen_decentral_nt175_tc15_A200_4315c363,hydrogen_decentral,175,15.0,200,2625.0,1.2,150.0,0.1285518050845479,0.5798877945896361,,226274.16997969523,3.0,,10846076.902284147,275001949.85507476,0.48733685196560594,0.8338382509990153,0.8333593344951983,53.78512383909752,6139225004.733471,507968360.9707938,75389228.38693435,583357589.3577281,36.125564720247695,11.892820921557131,5.766738197292698
hydrogen_decentral_nt175_tc15_A200_095dd2a5,hydrogen_decentral,175,15.0,200,2625.0,1.4,150.0,0.1285518050845479,0.5798877945896361,,226274.16997969523,3.0,,10984240.233623985,278505076.9174439,0.41771730168480503,0.8446584442088686,0.843951235629126,53.727138648115314,6199488632.645774,512954660.7518189,77197137.22430342,590151797.9761224,35.67116566650125,12.361770685153497,5.694202296460549
hydrogen_decentral_nt175_tc15_A200_6818b65c,hydrogen_decentral,175,15.0,200,2625.0,1.6,150.0,0.1285518050845479,0.5798877945896361,,226274.16997969523,3.0,,11107029.616496189,281618397.9841833,0.36550263897420443,0.8542733382728065,0.8532119499486773,53.74301063935215,6259567805.381235,517925698.4445868,78999512.40636727,596925210.850954,35.276817171020824,12.834941178314747,5.6312522900165725
hydrogen_decentral_nt175_tc15_A200_54ce02e8,hydrogen_decentral,175,15.0,200,2625.0,1.8,150.0,0.1285518050845479,0.5798877945896361,,226274.16997969523,3.0,,11209880.098103289,284226168.8160063,0.32489123464373726,0.8623339907971942,0.861092042640928,53.852873519190716,6319519530.423717,522886190.9308079,80798064.1576417,603684255.0884496,34.953152903084636,13.320134981308884,5.579585634797193
hydrogen_decentral_nt175_tc15_A200_aea0af3f,hydrogen_decentral,175,15.0,200,2625.0,2.0,150.0,0.1285518050845479,0.5798877945896361,,226274.16997969523,3.0,,11301361.595442312,286545679.39762455,0.29240211117936354,0.869506235020855,0.8680398662770533,54.01405228464969,6379374013.30483,527838637.4598781,82593698.6440751,610432336.1039531,34.670216485442396,13.809415416764164,5.53442038244314
hydrogen_decentral_nt200_tc15_A200_2fe49c1f,hydrogen_decentral,200,15.0,200,3000.0,1.0,150.0,0.14055492220723298,0.5719005600562623,,240416.30560342618,3.0,,11813770.018374026,299537779.3705382,0.5716843100756184,0.8054072641972764,0.8050531956523368,55.206453875558225,6868121017.506318,568278271.8538278,83918077.76199038,652196349.6158183,37.904498852716415,11.798697293324004,5.503257729517795
hydrogen_decentral_nt200_tc15_A200_5989151c,hydrogen_decentral,200,15.0,200,3000.0,1.2,150.0,0.14055492220723298,0.5719005600562623,,240416.30560342618,4.0,,12234427.623270646,310203540.14377904,0.4805656851734862,0.8346109127349944,0.8341927944833828,54.46915334246204,7011430909.90887,580135939.7351153,86262974.53406693,666398914.2691822,36.60122450321908,12.049411874868781,5.8185169643741865
hydrogen_decentral_nt200_tc15_A200_0e707ea0,hydrogen_decentral,200,15.0,200,3000.0,1.4,150.0,0.14055492220723298,0.5719005600562623,,240416.30560342618,4.0,,12389983.056079615,314147643.40972656,0.41191344443441674,0.8454201502145571,0.844762180275312,54.41199726160817,7080303627.52293,585834568.0562868,88329156.06248875,674163724.1187756,36.14169850603518,12.524832893900296,5.745465861672683
hydrogen_decentral_nt200_tc15_A200_db6eb39c,hydrogen_decentral,200,15.0,200,3000.0,1.6,150.0,0.14055492220723298,0.5719005600562623,,240416.30560342618,4.0,,12527400.216165256,317631851.3226485,0.3604242638801146,0.8549683224229431,0.8539307800023288,54.43306317653787,7148965539.2206,591515753.9908787,90389013.41341884,681904767.4042976,35.74524836604827,13.005372847507509,5.682441962982094
hydrogen_decentral_nt200_tc15_A200_05211700,hydrogen_decentral,200,15.0,200,3000.0,1.8,150.0,0.14055492220723298,0.5719005600562623,,240416.30560342618,4.0,,12642856.066898381,320559230.9051314,0.3203771234489908,0.8629976070061335,0.8617882175418355,54.54696199505106,7217481796.412007,597184888.2608457,92444501.12916106,689629389.3900068,35.41881911320134,13.497593558284404,5.630549323565322
hydrogen_decentral_nt200_tc15_A200_4ea0469e,hydrogen_decentral,200,15.0,200,3000.0,2.0,150.0,0.14055492220723298,0.5719005600562623,,240416.30560342618,4.0,,12745635.985861482,323165212.62326276,0.28833941110409167,0.8701479691021721,0.86862281483091,54.71217621095588,7285886919.704708,602844827.1512116,94496654.82794209,697341481.9791538,35.13320422805463,13.993827016076986,5.5851449668242585
hydrogen_decentral_nt225_tc15_A200_9cb88567,hydrogen_decentral,225,15.0,200,3375.0,1.0,150.0,0.14836960105665986,0.5667004381099886,,240416.30560342618,4.0,,13173162.53153679,334005135.1809531,0.5663669713820085,0.8060174103697926,0.8056456472232753,55.56166628654836,7703633889.630766,637409815.9649858,94513044.55072384,731922860.5157096,38.24210093173488,11.903784152575549,5.415781202237928
hydrogen_decentral_nt225_tc15_A200_5d8bf2fc,hydrogen_decentral,225,15.0,200,3375.0,1.2,150.0,0.14836960105665986,0.5667004381099886,,240416.30560342618,4.0,,13641153.052973086,345871020.6129079,0.47596545116541733,0.8351759171045224,0.834657408772365,54.31778669500567,7783767518.583637,644040188.3860075,96917053.41930996,740957241.8053175,36.93011940888543,12.157686672657896,5.229980613462346
hydrogen_decentral_nt225_tc15_A200_f3ccb6c5,hydrogen_decentral,225,15.0,200,3375.0,1.4,150.0,0.14836960105665986,0.5667004381099886,,240416.30560342618,4.0,,13813462.245487642,350239914.94644123,0.40797038671321484,0.8459213690673271,0.8453277373018632,54.27261026691606,7861249325.899454,650451145.2473254,99241507.63878448,749692652.88611,36.469452927034375,12.63841552899882,5.164741810882865
hydrogen_decentral_nt225_tc15_A200_b3ea29a7,hydrogen_decentral,225,15.0,200,3375.0,1.6,150.0,0.14836960105665986,0.5667004381099886,,240416.30560342618,4.0,,13966382.822611932,354117211.5266717,0.356974088374063,0.8554580081847188,0.8542808350656459,54.30191454830031,7938493976.559334,656842479.4237415,101558847.15858085,758401326.5823224,36.07014196299721,13.123580513064036,5.108192072239051
hydrogen_decentral_nt225_tc15_A200_9f1b8ac9,hydrogen_decentral,225,15.0,200,3375.0,1.8,150.0,0.14836960105665986,0.5667004381099886,,240416.30560342618,4.0,,14094808.106944567,357373430.70346266,0.3173103007769449,0.863473656487182,0.862324752135542,54.423694206826134,8015574765.899667,663220255.4774542,103871270.83879085,767091526.3162451,35.741487737812406,13.620557848400656,5.061648620613074
hydrogen_decentral_nt225_tc15_A200_efd5da6a,hydrogen_decentral,225,15.0,200,3375.0,2.0,150.0,0.14836960105665986,0.5667004381099886,,240416.30560342618,4.0,,14209110.605655432,360271567.080513,0.28557927069925043,0.8706103994604936,0.8691494145455769,54.59649460186964,8092530529.603954,669587686.7291158,106179943.74991949,775767630.4790354,35.4539721100257,14.12159134475818,5.020931147085758
hydrogen_decentral_nt250_tc15_A200_06f4abf5,hydrogen_decentral,250,15.0,200,3750.0,1.0,150.0,0.16021636737221745,0.5588172440981931,,254558.44122715713,4.0,,14444235.518455217,366233152.09064955,0.5584812119298637,0.8069676281031667,0.8064201584012451,55.924618561136526,8494856058.255846,702876683.1754812,104911678.60134685,807788361.776828,38.75205367701633,12.062519349124498,5.110045534995695
hydrogen_decentral_nt250_tc15_A200_d85ce845,hydrogen_decentral,250,15.0,200,3750.0,1.2,150.0,0.16021636737221745,0.5588172440981931,,254558.44122715713,4.0,,14955182.967164688,379188209.10660976,0.46915588657370255,0.8360348835816317,0.8355510559227013,54.68515931936973,8583893423.759035,710243763.643283,107582799.56644253,817826563.2097255,37.42808037612145,12.321619351776516,4.935459591471777
hydrogen_decentral_nt250_tc15_A200_ab203e45,hydrogen_decentral,250,15.0,200,3750.0,1.4,150.0,0.16021636737221745,0.5588172440981931,,254558.44122715713,4.0,,15141952.717867486,383923750.45302963,0.40213361706317363,0.846669881067086,0.8460558744191738,54.651641762507275,8669984320.77661,717367049.0447474,110165526.4769698,827532575.5217172,36.966420419088045,12.810638613385224,4.874582730034005
hydrogen_decentral_nt250_tc15_A200_1a69ded3,hydrogen_decentral,250,15.0,200,3750.0,1.6,150.0,0.16021636737221745,0.5588172440981931,,254558.44122715713,4.0,,15309760.755231177,388178518.1346648,0.35186691493027694,0.8562255502185905,0.8549707161155458,54.68464811525907,8755811710.398699,724468531.4629874,112740348.16563244,837208879.6286199,36.56123691830939,13.302258051738834,4.821153145210842
hydrogen_decentral_nt250_tc15_A200_cd8f6898,hydrogen_decentral,250,15.0,200,3750.0,1.8,150.0,0.16021636737221745,0.5588172440981931,,254558.44122715713,4.0,,15449934.856820727,391732628.2155357,0.312770591049135,0.8642139846628255,0.8628477940627999,54.81347752977019,8841457031.887957,731554949.3004459,115309707.8103102,846864657.1107562,36.22952428744583,13.806541434343648,4.777411807980724
hydrogen_decentral_nt250_tc15_A200_27cb15ab,hydrogen_decentral,250,15.0,200,3750.0,2.0,150.0,0.16021636737221745,0.5588172440981931,,254558.44122715713,4.0,,15574637.965986812,394894471.75422955,0.28149353194422155,0.8713232693469622,0.8699432749910596,54.99355906170636,8926963436.003832,738629872.9134034,117874899.93378647,856504772.8471899,35.93944150464732,14.314957559972607,4.739159997086434
