scenario_id,carrier,num_turbines,turbine_capacity_MW,farm_area_km2,farm_capacity_MW,stack_overplant_factor,compressor_outlet_pressure_bar,export_pipeline_diameter_inch,wake_loss_frac,farm_cf,infield_horizontal_cable_length_m,infield_horizontal_pipeline_length_m,num_export_pipelines,yield_el_MWh_year,yield_h2_MWh_year,yield_h2_kg_year,stack_sp_expected,stack_eff1,stack_eff2,total_LCOE,total_capex_EUR,total_annual_capex_EUR_per_year,total_annual_opex_EUR_per_year,total_annual_cost_EUR_per_year,turbine_sLCOE,hydrogen_sLCOE,infra_sLCOE,turbine_turbine_cLCOE,turbine_foundation_cLCOE,infra_development_cLCOE,infra_infield_cLCOE,infra_offshore-platform_cLCOE,infra_offshore-substation-converter_cLCOE,infra_export_cLCOE,infra_onshore-substation_cLCOE,hydrogen_stack_cLCOE,hydrogen_bop_cLCOE,hydrogen_electrical-bop_cLCOE,hydrogen_compressor_cLCOE
electricity_nt66_tc15_A50_7c0a53c3,electricity,66,15.0,50.0,990.0,,,,0.121245570478824,0.5847495824698424,85000.00000000001,,,4537172.155684914,,,,,,87.05818912751536,4005273430.0,331402119.63371384,63595872.0,394997991.63371384,30.450187127715427,,56.60800199979994,24.199448436254904,6.25073869146052,1.3972689286082172,1.0311288346054919,16.4771825749285,21.96957676657133,12.437408380100699,3.2954365149857,,,,
electricity_nt66_tc15_A75_465b9b82,electricity,66,15.0,75.0,990.0,,,,0.1029698016132915,0.5969108278125926,104103.31406828508,,,4631533.341056816,,,,,,85.47050330687703,4012914755.627314,332034373.9738884,63825111.76881942,395859485.74270785,29.829806026990838,,55.6406972798862,23.706417625152035,6.1233884018388025,1.3688014767563614,1.1961272300861276,16.1414824158523,21.52197655446973,12.184013119551212,3.2282964831704595,,,,
electricity_nt66_tc15_A100_cb0d89e6,electricity,66,15.0,100.0,990.0,,,,0.09102643490588402,0.6048583026256029,120208.15280171309,,,4693199.159230285,,,,,,84.50222234707059,4019356691.120685,332567389.03874177,64018369.833620556,396585758.8723623,29.43786029185354,,55.06436205521705,23.394929535851197,6.0429307560023435,1.3508162474666083,1.3351609559590953,15.929393031631612,21.23919070884215,12.023922504991264,3.1858786063263222,,,,
electricity_nt66_tc15_A125_98da27c1,electricity,66,15.0,125.0,990.0,,,,0.08248425636905343,0.6105425247074379,134396.80055715612,,,4737304.011853693,,,,,,83.85056507890688,4025032150.2228622,333036984.7378189,64188633.60668587,397225618.3445048,29.163790380682137,,54.68677469822475,23.17712001450068,5.986670366181456,1.3382399907250642,1.4577987249301498,15.781088525464709,21.041451367286278,11.911978384725609,3.1562177050929416,,,,
electricity_nt66_tc15_A150_a2384293,electricity,66,15.0,150.0,990.0,,,,0.07597080125588018,0.6148767733096776,147224.31864335458,,,4770934.18904995,,,,,,83.38075516493804,4030163157.4573417,333461531.7014859,64342563.82372025,397804095.5252061,28.958215665258923,,54.42253949967912,23.01374516544585,5.944470499813072,1.3288067757118502,1.568773039453419,15.669848088596122,20.893130784794828,11.828011193403677,3.133969617719224,,,,
electricity_nt66_tc15_A175_4b28fbd5,electricity,66,15.0,175.0,990.0,,,,0.0707506472391698,0.6183504205302816,159020.43893789253,,,4797886.812737902,,,,,,83.02322996377035,4034881605.575157,333851942.9268253,64484117.26725471,398336060.19408,28.795539904040854,,54.2276900597295,22.884463079956067,5.911076824084786,1.3213420666893954,1.6708350802230367,15.581821101869794,20.775761469159725,11.761566121413583,3.116364220373959,,,,
electricity_nt66_tc15_A200_4effeb7a,electricity,66,15.0,200.0,990.0,,,,0.0662868865746602,0.6213207409032208,170000.00000000003,,,4820934.037214131,,,,,,82.72903088000409,4039273430.0,334215328.83515066,64615872.0,398831200.83515066,28.657878349877347,,54.071152530126746,22.775060347300858,5.882818002576486,1.3150251855651571,1.7655537646914703,15.5073297842307,20.676439712307598,11.70533812648568,3.10146595684614,,,,
electricity_nt66_tc15_A225_a24dbc52,electricity,66,15.0,225.0,990.0,,,,0.06243926651421838,0.6238810628182657,180312.22920256964,,,4840800.0134384595,,,,,,82.48559039496068,4043398321.681028,334556628.34197414,64739618.75043083,399296247.09240496,28.540270365999085,,53.945320028961596,22.68159463789103,5.858675728108051,1.3096285034055333,1.8543762334876452,15.443689839605613,20.59158645280748,11.657301031734205,3.0887379679211224,,,,
electricity_nt66_tc15_A250_9550f676,electricity,66,15.0,250.0,990.0,,,,0.059058874836072084,0.6261304769389521,190065.77808748212,,,4858253.602839712,,,,,,82.2797925874056,4047299741.234993,334879437.44161767,64856661.33704978,399736098.77866745,28.437737604004585,,53.842054983401,22.600109546305035,5.83762805769955,1.3049235785425628,1.9382512631175424,15.3882073878161,20.517609850421465,11.615421425940106,3.07764147756322,,,,
electricity_nt66_tc15_A275_1296256a,electricity,66,15.0,275.0,990.0,,,,0.05609115376159768,0.6281052876493021,199342.66979249578,,,4873576.497351073,,,,,,82.10694037004077,4051010497.9169984,335186470.81932676,64967984.03750995,400154454.8568367,28.348327197974278,,53.758613172066504,22.529053086082968,5.8192741118913105,1.3008207997413552,2.0179989512351475,15.339825695510541,20.453100927347386,11.578901659129958,3.067965139102108,,,,
